X,Y
1.89735305578947,2.7812781932961
0.632842516700206,1.88661211687549
4.44286672336491,3.30160273062363
3.34740393646145,2.41796676190497
3.84268478643431,1.99454457172101
1.35751211419766,1.98785124439688
1.35358645282182,2.1515870918855
4.22086350112809,2.29477323881901
0.686161664492443,2.0470740073508
2.03473593567398,2.31210908172972
3.92107058414007,3.46230626378458
3.72504219628831,2.11307521931565
4.33496100428813,2.77560613589084
2.50834424464694,2.034671848404
1.74964367757336,1.53236847411977
4.25198296677498,3.39189590695534
3.14427066712647,2.42238472822117
4.32267624551296,1.58338009766515
2.82427196660601,2.33373676726158
0.753127497262,2.18076005001718
1.54050727721607,3.24113536180821
1.67496486113936,2.33160870604477
0.738735979855297,3.00810421988321
2.12178076394811,3.14482252258173
4.25280751756069,3.19047643291851
4.15787262639494,1.9114838968266
4.34486144966117,2.89007514661823
3.19687102631997,2.51677006873893
1.99107540207345,2.86927946909554
1.24741413236524,3.29326441713743
0.976803461673451,3.31909574082753
2.19423717114471,2.79120656141439
3.0930231180178,2.79205538188057
1.55660274924878,3.6110830978672
3.10095218816326,2.1539956784823
4.23942590690093,3.64896080916257
2.95182158793508,2.06122730112038
1.82122482743086,3.32293352774884
1.26764030667748,1.7489538880118
0.531068399834549,3.5751917917089
3.7685449189769,2.07338508861101
3.97958302319738,2.25112950818152
2.77730103109051,2.38717783744689
0.908493546955874,3.18032854843966
1.07683500509019,3.16727236788639
2.97074328989597,2.90980414586305
2.41212978839505,1.71712726435789
1.06345975614157,1.96100819604653
4.1718586646642,3.39187537114266
0.675914387723132,1.58061958115115
1.04001890710355,2.23281927285353
1.88438639837096,3.18200968587216
1.17508828918574,2.93052977787231
3.23938496918925,1.58786644332429
0.93840342730673,2.27070369395603
1.55544728432181,2.98807472986095
3.17968949374642,3.13338538386272
1.04138010089048,2.44703412658768
2.07784363256223,2.73328220400398
2.05874523708725,3.1249374294502
2.98086541369526,2.24299505591987
1.25451536201179,2.92202371023836
3.04434610097551,3.4749694593482
2.34276493095048,2.04617293169906
3.29089431871751,2.83443646956051
4.43624815069862,2.1844704092589
4.1754570593009,2.43633378650992
3.58290587470733,1.82090552157403
2.6458475256119,2.96336815048928
1.67235959863542,2.59637164668143
3.56943467131437,1.65560890825391
3.20904251482999,2.03709368347426
2.55980598040979,2.89958386246301
